Date,Shanghai Composite,ASX 200,BSE Sensex,Dow Jones,CAC 40,FTSE 100,DAX,S&P 500,Hang Seng,NASDAQ,Nikkei 225
1980-01-02,,,,,,,,105.76000213623047,,148.1699981689453,
1980-01-03,,,,,,,,105.22000122070312,,145.97000122070312,
1980-01-04,,,,,,,,106.5199966430664,,148.02000427246094,6560.16015625
1980-01-07,,,,,,,,106.80999755859375,,148.6199951171875,6552.64990234375
1980-01-08,,,,,,,,108.94999694824219,,150.67999267578125,6563.27978515625
1980-01-09,,,,,,,,109.05000305175781,,151.60000610351562,6591.830078125
1980-01-10,,,,,,,,109.88999938964844,,153.1199951171875,6594.009765625
1980-01-11,,,,,,,,109.91999816894531,,153.8699951171875,6615.509765625
1980-01-14,,,,,,,,110.37999725341797,,154.39999389648438,6659.5498046875
1980-01-15,,,,,,,,111.13999938964844,,154.9600067138672,
1980-01-16,,,,,,,,111.05000305175781,,155.99000549316406,6653.259765625
1980-01-17,,,,,,,,110.69999694824219,,155.80999755859375,6656.2998046875
1980-01-18,,,,,,,,111.06999969482422,,156.13999938964844,6649.2998046875
1980-01-21,,,,,,,,112.0999984741211,,157.35000610351562,6666.27001953125
1980-01-22,,,,,,,,111.51000213623047,,156.9199981689453,6684.58984375
1980-01-23,,,,,,,,113.44000244140625,,158.5,6694.18994140625
1980-01-24,,,,,,,,113.69999694824219,,159.24000549316406,6746.93017578125
1980-01-25,,,,,,,,113.61000061035156,,159.6999969482422,6767.7099609375
1980-01-28,,,,,,,,114.8499984741211,,160.6999969482422,6763.60986328125
1980-01-29,,,,,,,,114.06999969482422,,160.2899932861328,6770.830078125
1980-01-30,,,,,,,,115.19999694824219,,161.3000030517578,6776.60009765625
1980-01-31,,,,,,,,114.16000366210938,,161.75,6768.16015625
1980-02-01,,,,,,,,115.12000274658203,,162.3000030517578,6777.64013671875
1980-02-04,,,,,,,,114.37000274658203,,162.02000427246094,6794.2099609375
1980-02-05,,,,,,,,114.66000366210938,,162.1999969482422,6765.1201171875
1980-02-06,,,,,,,,115.72000122070312,,162.99000549316406,6800.330078125
1980-02-07,,,,,,,,116.27999877929688,,163.77000427246094,6795.6201171875
1980-02-08,,,,,,,,117.94999694824219,,165.25,6816.02978515625
1980-02-11,,,,,,,,117.12000274658203,,164.4600067138672,
1980-02-12,,,,,,,,117.9000015258789,,164.57000732421875,6828.0498046875
1980-02-13,,,,,,,,118.44000244140625,,164.97999572753906,6835.990234375
1980-02-14,,,,,,,,116.72000122070312,,163.5399932861328,6839.85986328125
1980-02-15,,,,,,,,115.41000366210938,,162.55999755859375,6827.7099609375
1980-02-18,,,,,,,,,,,6756.60009765625
1980-02-19,,,,,,,,114.5999984741211,,161.05999755859375,6763.08984375
1980-02-20,,,,,,,,116.47000122070312,,162.10000610351562,6806.009765625
1980-02-21,,,,,,,,115.27999877929688,,161.30999755859375,6776.509765625
1980-02-22,,,,,,,,115.04000091552734,,160.0800018310547,6783.22021484375
1980-02-25,,,,,,,,113.33000183105469,,157.97000122070312,6751.2900390625
1980-02-26,,,,,,,,113.9800033569336,,158.5,6739.43017578125
1980-02-27,,,,,,,,112.37999725341797,,157.72999572753906,6777.33984375
1980-02-28,,,,,,,,112.3499984741211,,157.4600067138672,6743.990234375
1980-02-29,,,,,,,,113.66000366210938,,158.02999877929688,6764.89013671875
1980-03-03,,,,,,,,112.5,,156.8699951171875,6793.56005859375
1980-03-04,,,,,,,,112.77999877929688,,155.38999938964844,6778.27001953125
1980-03-05,,,,,,,,111.12999725341797,,152.94000244140625,6794.0400390625
1980-03-06,,,,,,,,108.6500015258789,,148.63999938964844,6736.08984375
1980-03-07,,,,,,,,106.9000015258789,,146.19000244140625,6625.18017578125
1980-03-10,,,,,,,,106.51000213623047,,143.75,6507.16015625
1980-03-11,,,,,,,,107.77999877929688,,144.55999755859375,6535.669921875
1980-03-12,,,,,,,,106.87000274658203,,144.6300048828125,6609.4599609375
1980-03-13,,,,,,,,105.62000274658203,,144.97999572753906,6604.39013671875
1980-03-14,,,,,,,,105.43000030517578,,144.44000244140625,6593.39990234375
1980-03-17,,,,,,,,102.26000213623047,,139.6999969482422,6562.66015625
1980-03-18,,,,,,,,104.0999984741211,,138.9199981689453,6578.2099609375
1980-03-19,,,,,,,,104.30999755859375,,139.97000122070312,6584.759765625
1980-03-20,,,,,,,,103.12000274658203,,139.63999938964844,6584.759765625
1980-03-21,,,,,,,,102.30999755859375,,138.8000030517578,6571.77001953125
1980-03-24,,,,,,,,99.27999877929688,,134.61000061035156,6567.25
1980-03-25,,,,,,,,99.19000244140625,,132.52000427246094,6531.259765625
1980-03-26,,,,,,,,98.68000030517578,,132.22000122070312,6535.8798828125
1980-03-27,,,,,,,,98.22000122070312,,124.08999633789062,6481.02001953125
1980-03-28,,,,,,,,100.68000030517578,,129.25,6475.93017578125
1980-03-31,,,,,,,,102.08999633789062,,131.0,6556.18994140625
1980-04-01,,,,,,,,102.18000030517578,,133.13999938964844,6502.7998046875
1980-04-02,,,,,,,,102.68000030517578,,135.8000030517578,6562.990234375
1980-04-03,,,,,,,,102.1500015258789,,136.00999450683594,6614.2001953125
1980-04-04,,,,,,,,,,,6688.64013671875
1980-04-07,,,,,,,,100.19000244140625,,133.39999389648438,6737.06005859375
1980-04-08,,,,,,,,101.19999694824219,,134.3699951171875,6682.5400390625
1980-04-09,,,,,,,,103.11000061035156,,136.0399932861328,6708.240234375
1980-04-10,,,,,,,,104.08000183105469,,137.27999877929688,6730.509765625
1980-04-11,,,,,,,,103.79000091552734,,137.75,6751.9599609375
1980-04-14,,,,,,,,102.83999633789062,,136.6699981689453,6808.169921875
1980-04-15,,,,,,,,102.62999725341797,,136.38999938964844,6805.77978515625
1980-04-16,,,,,,,,101.54000091552734,,135.75999450683594,6770.3701171875
1980-04-17,,,,,,,,101.05000305175781,,134.5500030517578,6798.77978515625
1980-04-18,,,,,,,,100.55000305175781,,134.66000366210938,6811.39013671875
1980-04-21,,,,,,,,99.80000305175781,,133.0800018310547,6810.669921875
1980-04-22,,,,,,,,103.43000030517578,,135.7100067138672,6799.009765625
1980-04-23,,,,,,,,103.7300033569336,,136.9199981689453,6843.85009765625
1980-04-24,,,,,,,,104.4000015258789,,138.69000244140625,6830.31005859375
1980-04-25,,,,,,,,105.16000366210938,,137.9199981689453,6904.81005859375
1980-04-28,,,,,,,,105.63999938964844,,138.5399932861328,6875.66015625
1980-04-29,,,,,,,,105.86000061035156,,139.35000610351562,
1980-04-30,,,,,,,,106.29000091552734,,139.99000549316406,6865.56005859375
1980-05-01,,,,,,,,105.45999908447266,,139.67999267578125,6865.080078125
1980-05-02,,,,,,,,105.58000183105469,,140.25,6882.64990234375
1980-05-05,,,,,,,,106.37999725341797,,141.0399932861328,
1980-05-06,,,,,,,,106.25,,142.22999572753906,6856.080078125
1980-05-07,,,,,,,,107.18000030517578,,143.5800018310547,6834.83984375
1980-05-08,,,,,,,,106.12999725341797,,143.25999450683594,6757.7001953125
1980-05-09,,,,,,,,104.72000122070312,,143.05999755859375,6808.3798828125
1980-05-12,,,,,,,,104.77999877929688,,142.9600067138672,6754.93994140625
1980-05-13,,,,,,,,106.30000305175781,,144.10000610351562,6766.93994140625
1980-05-14,,,,,,,,106.8499984741211,,145.66000366210938,6747.740234375
1980-05-15,,,,,,,,106.98999786376953,,146.6199951171875,6746.509765625
1980-05-16,,,,,,,,107.3499984741211,,147.24000549316406,6733.0
1980-05-19,,,,,,,,107.66999816894531,,147.24000549316406,6634.330078125
1980-05-20,,,,,,,,107.62000274658203,,146.92999267578125,6707.2998046875
1980-05-21,,,,,,,,107.72000122070312,,146.75,6822.18017578125
1980-05-22,,,,,,,,109.01000213623047,,147.9600067138672,6836.89013671875
1980-05-23,,,,,,,,110.62000274658203,,149.47999572753906,6839.89013671875
1980-05-26,,,,,,,,,,,6831.919921875
1980-05-27,,,,,,,,111.4000015258789,,150.10000610351562,6826.5
1980-05-28,,,,,,,,112.05999755859375,,150.6999969482422,6849.0498046875
1980-05-29,,,,,,,,110.2699966430664,,150.08999633789062,6841.39990234375
1980-05-30,,,,,,,,111.23999786376953,,150.4499969482422,6855.7001953125
1980-06-02,,,,,,,,110.76000213623047,,150.1699981689453,6862.7001953125
1980-06-03,,,,,,,,110.51000213623047,,149.9199981689453,6826.18017578125
1980-06-04,,,,,,,,112.61000061035156,,151.2100067138672,6795.6298828125
1980-06-05,,,,,,,,112.77999877929688,,152.2100067138672,6821.240234375
1980-06-06,,,,,,,,113.19999694824219,,152.67999267578125,6814.5
1980-06-09,,,,,,,,113.70999908447266,,153.0,6823.0400390625
1980-06-10,,,,,,,,114.66000366210938,,154.14999389648438,6783.240234375
1980-06-11,,,,,,,,116.0199966430664,,155.22000122070312,6826.009765625
1980-06-12,,,,,,,,115.5199966430664,,155.30999755859375,6814.72021484375
1980-06-13,,,,,,,,115.80999755859375,,156.58999633789062,6821.81005859375
1980-06-16,,,,,,,,116.08999633789062,,156.7899932861328,6852.60986328125
1980-06-17,,,,,,,,116.02999877929688,,156.97999572753906,6798.5
1980-06-18,,,,,,,,116.26000213623047,,157.19000244140625,6824.9501953125
1980-06-19,,,,,,,,114.66000366210938,,156.72999572753906,6791.8798828125
1980-06-20,,,,,,,,114.05999755859375,,156.50999450683594,6813.85009765625
1980-06-23,,,,,,,,114.51000213623047,,156.99000549316406,6860.89013671875
1980-06-24,,,,,,,,115.13999938964844,,157.66000366210938,6806.3701171875
1980-06-25,,,,,,,,116.72000122070312,,158.74000549316406,6761.25
1980-06-26,,,,,,,,116.19000244140625,,159.0,6800.52978515625
1980-06-27,,,,,,,,116.0,,159.17999267578125,6825.02978515625
1980-06-30,,,,,,,,114.23999786376953,,157.77999877929688,6870.7001953125
1980-07-01,,,,,,,,114.93000030517578,,158.1699981689453,6824.35009765625
1980-07-02,,,,,,,,115.68000030517578,,159.17999267578125,6819.4501953125
1980-07-03,,,,,,,,117.45999908447266,,160.8699951171875,6863.83984375
1980-07-04,,,,,,,,,,,6846.08984375
1980-07-07,,,,,,,,118.29000091552734,,163.6300048828125,6708.490234375
1980-07-08,,,,,,,,117.83999633789062,,163.5800018310547,6755.5400390625
1980-07-09,,,,,,,,117.9800033569336,,164.08999633789062,6789.7099609375
1980-07-10,,,,,,,,116.94999694824219,,163.83999633789062,6794.240234375
1980-07-11,,,,,,,,117.83999633789062,,164.82000732421875,6787.9599609375
1980-07-14,,,,,,,,120.01000213623047,,166.52000427246094,6779.35986328125
1980-07-15,,,,,,,,119.30000305175781,,167.0500030517578,6793.3701171875
1980-07-16,,,,,,,,119.62999725341797,,167.10000610351562,6816.14990234375
1980-07-17,,,,,,,,121.44000244140625,,168.6699981689453,6810.41015625
1980-07-18,,,,,,,,122.04000091552734,,169.99000549316406,6819.77978515625
1980-07-21,,,,,,,,122.51000213623047,,170.47999572753906,6842.490234375
1980-07-22,,,,,,,,122.19000244140625,,169.7899932861328,6836.10009765625
1980-07-23,,,,,,,,121.93000030517578,,169.82000732421875,6837.47021484375
1980-07-24,,,,,,,,121.79000091552734,,169.9199981689453,6795.97998046875
1980-07-25,,,,,,,,120.77999877929688,,169.6300048828125,6810.490234375
1980-07-28,,,,,,,,121.43000030517578,,170.02000427246094,6816.7099609375
1980-07-29,,,,,,,,122.4000015258789,,171.05999755859375,6811.3798828125
1980-07-30,,,,,,,,122.2300033569336,,172.3300018310547,6821.10009765625
1980-07-31,,,,,,,,121.66999816894531,,171.80999755859375,6819.6298828125
1980-08-01,,,,,,,,121.20999908447266,,172.49000549316406,6788.2998046875
1980-08-04,,,,,,,,120.9800033569336,,171.88999938964844,6753.39990234375
1980-08-05,,,,,,,,120.73999786376953,,172.52000427246094,6760.85009765625
1980-08-06,,,,,,,,121.55000305175781,,173.4499969482422,6739.97021484375
1980-08-07,,,,,,,,123.30000305175781,,175.24000549316406,6739.89013671875
1980-08-08,,,,,,,,123.61000061035156,,175.8800048828125,6771.52001953125
1980-08-11,,,,,,,,124.77999877929688,,177.11000061035156,6778.5400390625
1980-08-12,,,,,,,,123.79000091552734,,176.6199951171875,6801.68017578125
1980-08-13,,,,,,,,123.27999877929688,,177.02000427246094,6834.31982421875
1980-08-14,,,,,,,,125.25,,178.75999450683594,6824.0
1980-08-15,,,,,,,,125.72000122070312,,179.88999938964844,6836.81982421875
1980-08-18,,,,,,,,123.38999938964844,,177.24000549316406,6835.77978515625
1980-08-19,,,,,,,,122.5999984741211,,176.27999877929688,6864.5498046875
